rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
25,"spotify:track:0D3QZNAMH2d5MFkVlebo6h","Shiva","Non lo Sai","Milano Ovest",2,9,12,"2012953"
26,"spotify:track:4CQNELF3U3gyNcI6sLr6yK","Bresh, SHUNE","Guasto D'Amore","Epic",2,2,3,"2011798"
27,"spotify:track:32XKm4CJzVNRUCzkhQoX13","LDA","Se poi domani","GGD EDIZIONI Srl",27,134,2,"1951737"
28,"spotify:track:6C7AP6DWA9UsMK3kIqMifX","Colla Zio","Non mi va","Universal Music Italia srL.",28,54,2,"1847315"
29,"spotify:track:3WbpTinnlotDTs3uXwVrP7","Leo Gassmann","Terzo Cuore","Universal Music Italia srL.",29,59,2,"1813284"
30,"spotify:track:1ljUmvbhAkmbonOIw2ycqM","Cugini Di Campagna","Lettera 22","Universal Music Italia srL.",30,62,2,"1800415"
31,"spotify:track:1DQXiBc8DqPfcdLVZkouhI","Stefano Lentini, Matteo Paolillo - Icaro, Lolloflow, Raiz","‘O Mar For","Rai Com",31,36,3,"1711872"
32,"spotify:track:7zbLHH0prN66iIognD95F6","Sethu, Jiz","Cause Perse","Carosello Records",32,191,2,"1680996"
33,"spotify:track:1la73rdzbQGNRFJyO9E71c","Medy, Capo Plaza","Arai (feat. Capo Plaza)","Columbia",8,13,5,"1655980"
34,"spotify:track:0yLdNVWF3Srea0uzk55zFn","Miley Cyrus","Flowers","Columbia",4,10,5,"1647665"
35,"spotify:track:4TF2IPm9ZNs4xowapURvKv","Theø, Plant, Fiks, LA SAD","TOXIC","La Sad Ent.",35,79,2,"1631424"
36,"spotify:track:13dP6ARCbC6jB8y6eCCCSD","Will","Stupido","Universal Music Italia srL.",36,199,2,"1612003"
37,"spotify:track:6bJxP5gopwdVifrLIu17ox","Modà","Lasciami","K1078 Edizioni Musicali Srl",37,-1,1,"1600730"
38,"spotify:track:4UWIMVtvcoZz7TeQa95iMW","Gianluca Grignani","Quando Ti Manca Il Fiato","Epic Local",38,66,2,"1530208"
39,"spotify:track:1tLF8UaFMkT28AUCOO2ccd","Shari","Egoista","Lebonski 360",39,-1,1,"1476861"
